 0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.79999982e+00  0.00000000e+00  6.40078585e-11 
 2.00000000e-07  1.80000000e+00  2.00000000e-07  0.00000000e+00  2.00000000e-07  1.79999982e+00  2.00000000e-07  6.40078585e-11 
 4.00000000e-07  1.80000000e+00  4.00000000e-07  0.00000000e+00  4.00000000e-07  1.79999982e+00  4.00000000e-07  6.40078585e-11 
 8.00000000e-07  1.80000000e+00  8.00000000e-07  0.00000000e+00  8.00000000e-07  1.79999982e+00  8.00000000e-07  6.40078585e-11 
 1.60000000e-06  1.80000000e+00  1.60000000e-06  0.00000000e+00  1.60000000e-06  1.79999982e+00  1.60000000e-06  6.40078585e-11 
 3.20000000e-06  1.80000000e+00  3.20000000e-06  0.00000000e+00  3.20000000e-06  1.79999982e+00  3.20000000e-06  6.40078585e-11 
 6.40000000e-06  1.80000000e+00  6.40000000e-06  0.00000000e+00  6.40000000e-06  1.79999982e+00  6.40000000e-06  6.40078585e-11 
 1.28000000e-05  1.80000000e+00  1.28000000e-05  0.00000000e+00  1.28000000e-05  1.79999982e+00  1.28000000e-05  6.40078585e-11 
 2.56000000e-05  1.80000000e+00  2.56000000e-05  0.00000000e+00  2.56000000e-05  1.79999982e+00  2.56000000e-05  6.40078585e-11 
 4.56000000e-05  1.80000000e+00  4.56000000e-05  0.00000000e+00  4.56000000e-05  1.79999982e+00  4.56000000e-05  6.40078585e-11 
 6.56000000e-05  1.80000000e+00  6.56000000e-05  0.00000000e+00  6.56000000e-05  1.79999982e+00  6.56000000e-05  6.40078585e-11 
 8.56000000e-05  1.80000000e+00  8.56000000e-05  0.00000000e+00  8.56000000e-05  1.79999982e+00  8.56000000e-05  6.40078585e-11 
 1.05600000e-04  1.80000000e+00  1.05600000e-04  0.00000000e+00  1.05600000e-04  1.79999982e+00  1.05600000e-04  6.40078585e-11 
 1.25600000e-04  1.80000000e+00  1.25600000e-04  0.00000000e+00  1.25600000e-04  1.79999982e+00  1.25600000e-04  6.40078585e-11 
 1.45600000e-04  1.80000000e+00  1.45600000e-04  0.00000000e+00  1.45600000e-04  1.79999982e+00  1.45600000e-04  6.40078585e-11 
 1.65600000e-04  1.80000000e+00  1.65600000e-04  0.00000000e+00  1.65600000e-04  1.79999982e+00  1.65600000e-04  6.40078585e-11 
 1.85600000e-04  1.80000000e+00  1.85600000e-04  0.00000000e+00  1.85600000e-04  1.79999982e+00  1.85600000e-04  6.40078585e-11 
 2.05600000e-04  1.80000000e+00  2.05600000e-04  0.00000000e+00  2.05600000e-04  1.79999982e+00  2.05600000e-04  6.40078585e-11 
 2.25600000e-04  1.80000000e+00  2.25600000e-04  0.00000000e+00  2.25600000e-04  1.79999982e+00  2.25600000e-04  6.40078585e-11 
 2.45600000e-04  1.80000000e+00  2.45600000e-04  0.00000000e+00  2.45600000e-04  1.79999982e+00  2.45600000e-04  6.40078585e-11 
 2.65600000e-04  1.80000000e+00  2.65600000e-04  0.00000000e+00  2.65600000e-04  1.79999982e+00  2.65600000e-04  6.40078585e-11 
